0,1,2,3
0.19132854,0.6145759,0.5865193,0.3372957
0.12583585,0.63432324,0.6055161,0.2265862
0.04010943,0.6980169,0.657072,0.08566511
0.0113798315,0.74822474,0.7031022,0.024748951
0.016553022,0.78268594,0.7378436,0.015568695
0.06539986,0.83416426,0.79590774,0.040494718
0.14503159,0.84871584,0.81482327,0.1221557
0.24457432,0.9031756,0.8799858,0.2671177
0.36479905,0.9551448,0.9425255,0.45582256
0.49657607,0.9890743,0.98648655,0.70227474
0.5167265,0.005207952,0.0076701418,0.70803285
0.6444493,0.03739817,0.04914652,0.72978336
0.7604517,0.08364922,0.105423,0.7681296
0.86752766,0.122598454,0.15289038,0.8256162
0.9432938,0.16758402,0.20564978,0.8922551
0.9725428,0.20326927,0.24672736,0.9523041
0.9795241,0.2660419,0.30968422,0.98341274
0.95956683,0.29942054,0.3421537,0.99127144
0.8929556,0.3439323,0.3784429,0.9838405
0.8036996,0.3943155,0.41940454,0.9506131
0.7336263,0.4267287,0.4430531,0.90656215
0.61913776,0.46997625,0.4760233,0.7882092
0.43104547,0.5236066,0.5155802,0.64284956
0.31876832,0.5653685,0.5486396,0.49402478
0.19283512,0.6043635,0.5798211,0.34751692
0.1053187,0.65204024,0.61682767,0.19805817
0.04559155,0.6898449,0.64997244,0.099760845
0.014306786,0.7393489,0.6953891,0.031744774
0.019730013,0.7760964,0.7343176,0.016074063
0.067554034,0.82493013,0.7857018,0.037352912
0.14089614,0.8511393,0.8174432,0.10740202
0.23654744,0.90549576,0.88197196,0.26019937
0.336373,0.9460998,0.93331695,0.42628688
0.49828708,0.991189,0.98926324,0.7096856
0.49016893,0.0046936627,0.006907294,0.69706255
0.6222957,0.053525515,0.06728509,0.72796804
0.72892934,0.10146561,0.12549318,0.7621759
0.8476285,0.14784448,0.1781966,0.822232
0.9232198,0.18185921,0.22203569,0.8661812
0.9694262,0.21984693,0.26477182,0.9423557
0.97853935,0.25657567,0.3010324,0.9781206
0.9655244,0.29430103,0.33797482,0.9922936
0.9083288,0.34413192,0.38262874,0.9874061
0.8036949,0.398843,0.42852297,0.95350456
0.7212487,0.42762628,0.4430617,0.8924448
0.61928797,0.46155754,0.46899962,0.80390555
0.44190097,0.51428264,0.51161104,0.68290675
0.3090461,0.562886,0.54694855,0.50847054
0.20025599,0.6025457,0.57782024,0.35810268
0.115370065,0.6409081,0.61085415,0.22157526
0.050384235,0.69449115,0.65515155,0.097615115
0.01505714,0.7363204,0.69472224,0.034037847
0.017625397,0.78485847,0.7398185,0.017157046
0.06284498,0.8138343,0.7736333,0.036896303
0.13160127,0.8743987,0.8423527,0.11114036
0.24888024,0.90909964,0.88719916,0.26929116
0.35939264,0.96086216,0.95049435,0.44492742
0.5056964,0.9927549,0.9912402,0.703115
0.521352,0.006389783,0.00909339,0.7098255
0.6195137,0.04512189,0.05754966,0.7266648
0.7491727,0.099274784,0.12094835,0.77212536
0.84618366,0.14251073,0.17480044,0.8155717
0.939957,0.17933607,0.2186389,0.88876945
0.9751692,0.22611147,0.26971978,0.93927807
0.9759631,0.2691892,0.31167597,0.9826888
0.9495952,0.31627944,0.3559917,0.9870313
0.8893759,0.35406145,0.38947743,0.9849613
0.8255311,0.386179,0.41339076,0.961023
0.6900743,0.43245766,0.44804287,0.8827682
0.58976096,0.47410125,0.48082277,0.78922933
0.4598065,0.51912785,0.5179011,0.6771511
0.33491522,0.5516875,0.5401356,0.5523554
0.20078346,0.60339195,0.57791543,0.34247074
0.11082662,0.6383106,0.60639447,0.23468445
0.06315844,0.67912745,0.6434675,0.111493364
0.011599718,0.73864293,0.6966395,0.035129882
0.01799977,0.7911145,0.74598587,0.014795365
0.0625677,0.8181222,0.77833414,0.03692323
0.13703364,0.86297935,0.83096874,0.10669146
0.2585627,0.9106268,0.88994396,0.2839686
0.37320668,0.95959526,0.9501164,0.4541003
0.49395323,0.9898543,0.9872866,0.70835626
0.5081773,0.0041364557,0.0061494242,0.7105665
0.62711704,0.04358291,0.05564983,0.72741085
0.7537295,0.08569846,0.1088824,0.76959264
0.86959237,0.14475061,0.17753798,0.8264172
0.94229436,0.18819991,0.22964816,0.8871618
0.9725814,0.19511734,0.23822935,0.94590753
0.980892,0.25333664,0.2973229,0.98078513
0.9612374,0.3069305,0.34530732,0.990112
0.87903076,0.35935423,0.39435592,0.98156023
0.8139818,0.38662732,0.41469705,0.9547292
0.67932796,0.442019,0.45730963,0.8719102
0.56513894,0.47649267,0.48252448,0.7689713
0.40918407,0.52960056,0.5217466,0.626189
0.26909056,0.57726985,0.5566791,0.4568067
0.17627552,0.6139819,0.58636713,0.2949224
0.10452813,0.6496422,0.6147113,0.19842605
0.04542898,0.69095236,0.6504868,0.092039
0.012874936,0.74802345,0.70349914,0.026173297
0.017008692,0.7745649,0.73063886,0.019285318
0.07011811,0.83523923,0.79533786,0.045939375
0.15191732,0.854994,0.8218129,0.13699089
0.23406968,0.9004888,0.8769641,0.25828165
0.36550504,0.954307,0.9423582,0.4686248
0.50019896,0.9921239,0.9903494,0.70494163
0.5182619,0.004360471,0.0063617732,0.70139146
0.63625884,0.046833046,0.059651975,0.7307127
0.7510866,0.09072744,0.112792,0.77226955
0.8807742,0.12953198,0.16138041,0.84212685
0.92459905,0.17182583,0.2087282,0.8824527
0.96954566,0.20439532,0.24695446,0.9400023
0.97819066,0.2614202,0.3034749,0.9814051
0.9560008,0.30233628,0.347112,0.9895537
0.9107523,0.34728834,0.38270286,0.985284
0.8236233,0.38475856,0.41349897,0.9576931
0.6893134,0.43277967,0.44872448,0.8866412
0.5651544,0.48046216,0.48399568,0.7625689
0.40875408,0.5287094,0.5218099,0.6183929
0.29569268,0.5727116,0.5543837,0.4689298
0.18177378,0.6180754,0.58898073,0.307675
0.10228476,0.6524016,0.6166449,0.19247495
0.050791904,0.69401705,0.6543823,0.09600568
0.015320187,0.742165,0.700239,0.027774466
0.021204932,0.7834904,0.74229544,0.014582633
0.065217145,0.84010357,0.8029162,0.036457393
0.12402244,0.8636132,0.83038324,0.0883003
0.22661611,0.91006327,0.8875245,0.24389856
0.36094627,0.9610122,0.95024145,0.45645016
0.50454783,0.9910644,0.9894198,0.71545357
0.49912962,0.005057761,0.007401641,0.7119296
0.6285829,0.040744442,0.053105652,0.7240564
0.7576265,0.08192894,0.103394404,0.7729695
0.87497634,0.1316146,0.1643234,0.82853323
0.91877854,0.19198859,0.23244101,0.86835283
0.9641985,0.21248055,0.25395498,0.93187684
0.97191006,0.27183434,0.31362885,0.9754504
0.95476943,0.29717022,0.34073743,0.9898303
0.8844612,0.35393935,0.38852847,0.9793314
0.8154472,0.3884807,0.41676825,0.9526781
0.6944714,0.43319848,0.4485442,0.87836087
0.5299954,0.48756272,0.4897441,0.7513769
0.43256813,0.5189127,0.5142967,0.6606487
0.28731778,0.5640236,0.54757005,0.492846
0.17010275,0.61660904,0.58814496,0.31515628
0.08619438,0.65795594,0.6223311,0.16893503
0.0412499,0.6934368,0.6537771,0.09322391
0.013525823,0.7484485,0.7046797,0.0259285
0.018291166,0.78802663,0.7452317,0.013233228
0.059448946,0.80342394,0.76257575,0.0329077
0.13369383,0.8557995,0.8242565,0.10201261
0.23301128,0.91868335,0.8965395,0.24876776
0.3626407,0.95420206,0.9418515,0.46313608
0.48365328,0.98726404,0.98477167,0.6997701
0.5058607,0.004965783,0.0072176387,0.7124942
0.6229077,0.049044438,0.06148295,0.73095167
0.7557284,0.08840988,0.110592924,0.7700462
0.8661328,0.1324802,0.16470635,0.82318515
0.9371453,0.15907536,0.19759472,0.8800804
0.96099025,0.23498897,0.27796784,0.9284972
0.9789778,0.263134,0.30659688,0.981223
0.9627444,0.30699053,0.34743378,0.99142087
0.905526,0.3450862,0.3803148,0.9844743
0.80109525,0.39688084,0.42402872,0.9478298
0.700794,0.4352901,0.4504336,0.8818635
0.5498817,0.4765848,0.4840574,0.77566564
0.4233997,0.53063494,0.5235545,0.6242935
0.31981224,0.55328804,0.5382557,0.52517897
0.19359578,0.6003184,0.57680357,0.3561121
0.101159684,0.6519652,0.61770207,0.2012851
0.03929427,0.69583386,0.655636,0.095823914
0.011530938,0.7457803,0.7017881,0.0274491
0.01820822,0.7842953,0.74089414,0.014825157
0.066106826,0.8181492,0.77901614,0.039427374
0.14032407,0.86334527,0.8302953,0.11260596
0.23576942,0.9025013,0.8790311,0.25160483
0.3768082,0.9565484,0.9450493,0.4717388
0.4922022,0.9885315,0.986389,0.69725734
0.498949,0.0058983867,0.008347493,0.711555
0.6477976,0.056005646,0.069857486,0.73931026
0.7163825,0.088975936,0.10880064,0.7576868
0.8540545,0.14295785,0.17576572,0.8191918
0.9337975,0.193405,0.2339527,0.8812221
0.9775754,0.21888614,0.26294813,0.94284874
0.9780961,0.27162805,0.31472895,0.98298496
0.9529377,0.31204933,0.35028708,0.9901562
0.89506334,0.35201672,0.38513958,0.9817509
0.7882553,0.40106368,0.42636204,0.9409647
0.6841241,0.44111922,0.45515585,0.8563199
0.58109885,0.48253143,0.48710814,0.7595656
0.44394937,0.5208844,0.51597154,0.6322352
0.27385202,0.57956046,0.5597862,0.46115673
0.17158322,0.6145324,0.5866699,0.32678065
0.11042709,0.649908,0.61446613,0.2019853
0.037486874,0.70452213,0.6617668,0.07937319
0.013035125,0.74624217,0.70277435,0.027119951
0.019389782,0.7925952,0.75198543,0.011886543
0.06658627,0.83373964,0.7956081,0.032930627
0.1494824,0.8690544,0.83817023,0.1367802
0.23954795,0.91354203,0.89390564,0.26679963
0.3471992,0.954924,0.94201875,0.4401528
0.5022955,0.99135584,0.989361,0.7154294
0.5087048,0.0057625654,0.00827535,0.7059504
0.6341062,0.04791126,0.060360927,0.7335591
0.7756573,0.09755464,0.12116598,0.7760297
0.87268585,0.124717474,0.15699708,0.8311548
0.93600386,0.17400904,0.21170703,0.88861847
0.9704699,0.2179968,0.26015592,0.9419987
0.9779153,0.26378348,0.30902752,0.9823329
0.9573508,0.30706996,0.34793213,0.9894525
0.90763956,0.3432654,0.38068613,0.9848963
0.82831264,0.38649344,0.41412014,0.95388556
0.68930185,0.43638906,0.45092696,0.8818358
0.58595043,0.47269437,0.47917444,0.7848949
0.41842794,0.53758764,0.5276986,0.6137839
0.3192889,0.5556953,0.5425993,0.53333455
0.20570424,0.59438795,0.57159936,0.3782655
0.1193235,0.64792573,0.6128441,0.21827836
0.04504415,0.68890643,0.65016204,0.11535756
0.013577716,0.73622227,0.6936488,0.034525882
0.020801013,0.7727166,0.7304034,0.017812038
0.064965785,0.82338196,0.7844289,0.031970903
0.16213612,0.868148,0.8371861,0.1390799
0.2514408,0.9066588,0.88317883,0.277408
0.38295484,0.95396596,0.9426434,0.49719575
0.5044361,0.9917842,0.99014,0.7143245
0.5032739,0.005146635,0.0075032236,0.71013165
0.6128437,0.046574887,0.05918935,0.7190174
0.7361983,0.08983317,0.11010467,0.7633126
0.84121644,0.14518638,0.1775998,0.81358355
0.9404615,0.19558871,0.23783603,0.8821668
0.9681805,0.21354853,0.2559739,0.9349053
0.9817231,0.25584847,0.2992858,0.97962487
0.95627034,0.30800202,0.34965643,0.98898494
0.87726337,0.35933003,0.39416042,0.9826508
0.79523945,0.40262485,0.42868116,0.95528066
0.70889306,0.43385512,0.4499353,0.89035654
0.57924056,0.4750749,0.4800908,0.78310764
0.433878,0.5215,0.51603717,0.6447706
0.30180284,0.5675224,0.55310315,0.48770443
0.18471625,0.6084818,0.5809667,0.3456523
0.12472906,0.6458505,0.61384016,0.21508598
0.044860538,0.69040203,0.65280247,0.09400496
0.011482006,0.74529576,0.70085853,0.02681353
0.017301135,0.7869969,0.7421592,0.015566195
0.061435625,0.8327761,0.79512596,0.027155729
0.13186924,0.8813165,0.85058355,0.09854728
0.23049766,0.8947361,0.87104887,0.24669503
0.36209676,0.9589441,0.9484307,0.46297705
0.49298662,0.9918743,0.99043757,0.71221685
0.51035583,0.006592119,0.009368153,0.70650643
0.6527259,0.051826082,0.06522785,0.7357238
0.7573724,0.09447652,0.118372254,0.77539444
0.86168945,0.139794,0.17337437,0.82297564
0.9334834,0.18074386,0.22113888,0.8788973
0.96793437,0.22252104,0.26632053,0.9429935
0.9762714,0.24942273,0.29183868,0.9802459
0.9559179,0.30362403,0.34668028,0.99210256
0.90740746,0.348587,0.3838652,0.98102355
0.78684884,0.40030387,0.4251632,0.94690543
0.7194602,0.42775896,0.4463297,0.89535016
0.57446605,0.47360483,0.47898424,0.7976129
0.4000657,0.523833,0.51855254,0.6260938
0.2933063,0.57095724,0.5542884,0.4821546
0.17732885,0.6090729,0.58099514,0.33167902
0.11127051,0.6428954,0.6084909,0.22080696
0.051474635,0.6871632,0.6466337,0.10979143
0.013608984,0.73729306,0.6930253,0.034413524
0.021302015,0.7713807,0.7305981,0.01839225
0.06561035,0.8190247,0.7788121,0.0440046
0.1328859,0.8582207,0.8266133,0.09989271
0.24182792,0.91451496,0.89406043,0.25912216
0.36118802,0.9549978,0.94376445,0.46018064
0.4964353,0.99207336,0.99002635,0.6981281
